Current Team,Last_Name,First_Name,No,Position,Pos_OVR,Pos_Prime,Pos_Second,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,City,State_Province,Country,Captaincy,Shoots
Arizona State,Schimek,Bennett,23,F,F,F,,,"6'0""",187.0,2003,"Mendota Heights, MN, USA",72.0,,,,,,Mendota Heights,MN,USA,C,R
Arizona State,Smolen,Kyle,25,F,F,F,,,"5'11""",176.0,2002,"Crystal Lake, IL, USA",71.0,,,,,,Crystal Lake,IL,USA,C,R
Arizona State,Waldron,John,17,F,F,F,,,"6'1""",185.0,2002,"Batavia, IL, USA",73.0,,,,,,Batavia,IL,USA,,R
Arizona State,Whitehead,Braxton,49,F,F,F,,,"5'10""",163.0,2004,"Palmer, AK, USA",70.0,,,,,,Palmer,AK,USA,,R
Army,Biron,Jacob,1,G,G,G,,,"6'4""",190.0,2004,"Buffalo, NY, USA",76.0,,,,,,Buffalo,NY,USA,,L
Army,Cataldo,J.J.,30,G,G,G,,,"6'0""",183.0,2003,"Stuart, FL, USA",72.0,,,,,,Stuart,FL,USA,,L
Army,Holt,Ansel,33,G,G,G,,,"6'3""",190.0,2003,"Bowling Green, OH, USA",75.0,,,,,,Bowling Green,OH,USA,,L
Army,Bell,Jon,18,D,D,D,,,"5'10""",201.0,2002,"St. Cloud, MN, USA",70.0,,,,,,St. Cloud,MN,USA,,L
Army,Brower,Jude,22,D,D,D,,,"6'1""",181.0,2001,"Mahopac, NY, USA",73.0,,,,,,Mahopac,NY,USA,,L
Army,Chapman,Liam,7,D,D,D,,,"6'1""",187.0,2004,"Weare, NH, USA",73.0,,,,,,Weare,NH,USA,,L
Army,Groebner,Samuel,12,D,D,D,,,"6'3""",201.0,2003,"Apple Valley, MN, USA",75.0,,,,,,Apple Valley,MN,USA,,L
Army,McCloskey,Lukas,2,D,D,D,,,"6'3""",216.0,2005,"Newport Beach, CA, USA",75.0,,,,,,Newport Beach,CA,USA,,R
Army,Nolan,Owen,14,D,D,D,,,"6'0""",185.0,2000,"Mahopac, NY, USA",72.0,,,,,,Mahopac,NY,USA,,L
Army,Patterson,Pierce,6,D,D,D,,,"5'9""",165.0,2002,"Valrico, FL, USA",69.0,,,,,,Valrico,FL,USA,,R
Army,Vlasich,Sean,20,D,D,D,,,"5'9""",174.0,2001,"Upper Saddle River, NJ, USA",69.0,,,,,,Upper Saddle River,NJ,USA,,R
Army,Zueger,Easton,3,D,D,D,,,"5'8""",190.0,2003,"Sioux Falls, SD, USA",68.0,,,,,,Sioux Falls,SD,USA,,R
Army,Alvarez,Noah,17,F,F,F,,,"5'11""",185.0,2003,"Los Angeles, CA, USA",71.0,,,,,,Los Angeles,CA,USA,,R
Army,Batten,Billy,24,F,F,F,,,"5'9""",174.0,2004,"Phoenixville, PA, USA",69.0,,,,,,Phoenixville,PA,USA,,L
Army,Dosan,Joey,26,F,F,F,,,"6'6""",220.0,2001,"Bloomington, MN, USA",78.0,,,,,,Bloomington,MN,USA,,L
Army,El-Bashir,Kareem,16,F,F,F,,,"5'10""",176.0,2004,"Reston, VA, USA",70.0,,,,,,Reston,VA,USA,,L
Army,Forselius,Nils,9,F,F,F,,,"5'9""",181.0,2003,"Guilford, CT, USA",69.0,,,,,,Guilford,CT,USA,,L
Army,Hong,Nik,19,F,F,F,,,"6'0""",185.0,2002,"Minneapolis, MN, USA",72.0,,,,,,Minneapolis,MN,USA,,R
Army,Ivey,Benjamin,4,F,F,F,,,"6'4""",220.0,2004,"San Diego, CA, USA",76.0,,,,,,San Diego,CA,USA,,L
Army,Ivey,Jacob,5,F,F,F,,,"6'3""",192.0,2004,"San Diego, CA, USA",75.0,,,,,,San Diego,CA,USA,,R
Army,Jones,Brock,11,C,F,C,,,"5'11""",183.0,2004,"Lake View, NY, USA",71.0,,,,,,Lake View,NY,USA,,R
Army,Kanta,Lucas,15,LW,F,LW,,,"6'2""",205.0,2001,"Grand Forks, ND, USA",74.0,,,,,,Grand Forks,ND,USA,,L
Army,Keefer,Brent,28,F,F,F,,,"6'0""",170.0,2001,"Colorado Springs, CO, USA",72.0,,,,,,Colorado Springs,CO,USA,,R
Army,Ligi,Jacob,13,F,F,F,,,"5'10""",176.0,2004,"South Lyon, MI, USA",70.0,,,,,,South Lyon,MI,USA,,R
Army,Marshall,Adam,29,LW,F,LW,,,"5'10""",181.0,2003,"Wayzata, MN, USA",70.0,,,,,,Wayzata,MN,USA,,L
Army,Salice,Vincent,8,C,F,C,,,"5'7""",174.0,2003,"Commerce Township, MI, USA",67.0,,,,,,Commerce Township,MI,USA,,L
Army,Smith,Trevor,27,C,F,C,,,"5'9""",185.0,2001,"Raleigh, NC, USA",69.0,,,,,,Raleigh,NC,USA,,R
Army,Wegner,Dylan,10,F,F,F,,,"6'2""",185.0,2004,"Nashville, TN, USA",74.0,,,,,,Nashville,TN,USA,,R
Army,Willey,Stephen,21,LW,F,LW,,,"6'1""",194.0,2001,"Shelton, CT, USA",73.0,,,,,,Shelton,CT,USA,,R
Army,Woodring,Barron,25,C,F,C,,,"6'2""",201.0,2002,"Chicago, IL, USA",74.0,,,,,,Chicago,IL,USA,C,R
Augustana,Hargraves,Kayden,,G,G,G,,,"6'1""",161.0,2002,"Denver, CO, USA",73.0,,,,,,Denver,CO,USA,,-
Augustana,Kotai,Joshua,,G,G,G,,,"6'1""",165.0,2003,"Abbotsford, BC, CAN",73.0,,,,,,Abbotsford,BC,CAN,,R
Augustana,Manz,Christian,,G,G,G,,,"6'0""",181.0,2004,"Blaine, MN, USA",72.0,,,,,,Blaine,MN,USA,,L
Augustana,Baumgartner,Owen,,D,D,D,,,"5'10""",185.0,2002,"Owatonna, MN, USA",70.0,,,,,,Owatonna,MN,USA,,L
Augustana,Chakrabarti,Maxwell,,D,D,D,,,"6'3""",181.0,2005,"Surrey, BC, CAN",75.0,,,,,,Surrey,BC,CAN,,R
Augustana,Comstock,Erick,,D,D,D,,,"5'6""",165.0,2005,"Salol, MN, USA",66.0,,,,,,Salol,MN,USA,,L
Augustana,Hennen,Hayden,,D,D,D,,,"6'3""",181.0,2002,"Hallock, MN, USA",75.0,,,,,,Hallock,MN,USA,,R
Augustana,Hutchinson,Jeff,,D,D,D,,,"6'1""",201.0,2002,"St. Louis, MO, USA",73.0,,,,,,St. Louis,MO,USA,,L
Augustana,Meritähti,Samo,,D,D,D,,,"6'3""",192.0,2003,"Seinäjoki, FIN",75.0,,,,,,Seinäjoki,,FIN,,L
Augustana,Svenddal,Will,,D,D,D,,,"6'0""",196.0,2001,"Minneapolis, MN, USA",72.0,,,,,,Minneapolis,MN,USA,,L
Augustana,Theissen,Carter,,D,D,D,,,"5'11""",181.0,2003,"Plymouth, MN, USA",71.0,,,,,,Plymouth,MN,USA,,L
Augustana,Young,Easton,,D,D,D,,,"5'11""",185.0,2003,"Grand Rapids, MN, USA",71.0,,,,,,Grand Rapids,MN,USA,,R
Augustana,Bischoff,Hunter,,F,F,F,,,"6'1""",181.0,2003,"Cohasset, MN, USA",73.0,,,,,,Cohasset,MN,USA,,R
Augustana,Bohn,Owen,,F,F,F,,,"5'11""",165.0,2002,"San Jose, CA, USA",71.0,,,,,,San Jose,CA,USA,,L
Augustana,Bulgakov,Leonid,,F,F,F,,,"5'9""",165.0,2004,"Minsk, BLR",69.0,,,,,,Minsk,,BLR,,L
Augustana,Burtch,Cole,,LW,F,LW,,,"5'10""",170.0,2001,"Markham, ON, CAN",70.0,,,,,,Markham,ON,CAN,,R
Augustana,DelGreco,Joey,,F,F,F,,,"5'10""",205.0,2003,"Grand Rapids, MN, USA",70.0,,,,,,Grand Rapids,MN,USA,,R
Augustana,Drotts,Garett,,LW,F,LW,,,"6'0""",174.0,2003,"Grand Rapids, MN, USA",72.0,,,,,,Grand Rapids,MN,USA,,L
Augustana,Friesen,Colton,,F,F,F,,,"5'11""",181.0,2001,"Winnipeg, MB, CAN",71.0,,,,,,Winnipeg,MB,CAN,,L
Augustana,Gau,Callum,,F,F,F,,,"6'1""",181.0,2002,"Camrose, AB, CAN",73.0,,,,,,Camrose,AB,CAN,,L
Augustana,Hennen,Tyler,,F,F,F,,,"5'11""",150.0,2004,"Hallock, MN, USA",71.0,,,,,,Hallock,MN,USA,,R
Augustana,Howard,William,,F,F,F,,,"6'2""",190.0,2002,"Grand Forks, ND, USA",74.0,,,,,,Grand Forks,ND,USA,,L
Augustana,Jastrzebski,Jacob,,C,F,C,,,"6'0""",192.0,2005,"Chicago, IL, USA",72.0,,,,,,Chicago,IL,USA,,L
Augustana,Langus,Nace,,C,F,C,,,"6'1""",190.0,2004,"Jesenice, SLO",73.0,,,,,,Jesenice,,SLO,,L
Augustana,Meerman,Brett,,F,F,F,,,"5'9""",170.0,2002,"Blackfalds, AB, CAN",69.0,,,,,,Blackfalds,AB,CAN,,L
Augustana,Miller,Connor,,F,F,F,,,"5'10""",209.0,2006,"Lipton, SK, CAN",70.0,,,,,,Lipton,SK,CAN,,R
Augustana,Moore,Cooper,,F,F,F,,,"5'8""",161.0,2006,"Red Deer, AB, CAN",68.0,,,,,,Red Deer,AB,CAN,,R
Augustana,Rudrud,Quinn,,F,F,F,,,"6'2""",185.0,2001,"Farmington, MN, USA",74.0,,,,,,Farmington,MN,USA,,R
Augustana,Troumbly,Ben,,F,F,F,,,"5'7""",150.0,2001,"Grand Rapids, MN, USA",67.0,,,,,,Grand Rapids,MN,USA,,R
Bemidji State,Hildebrand,Max,,G,G,G,,,"6'1""",187.0,2004,"Martensville, SK, CAN",73.0,,,,,,Martensville,SK,CAN,,L
Bemidji State,Robbins,Raythan,,G,G,G,,,"6'0""",181.0,2002,"Anchorage, AK, USA",72.0,,,,,,Anchorage,AK,USA,,L
Bemidji State,Wiemken,Trent,,G,G,G,,,"6'0""",170.0,2004,"Fargo, ND, USA",72.0,,,,,,Fargo,ND,USA,,L
Bemidji State,Corcoran,Vincent,,D,D,D,,,"5'8""",165.0,2001,"Plainfield, IL, USA",68.0,,,,,,Plainfield,IL,USA,,L
Bemidji State,Henderson,Ryan,,D,D,D,,,"6'2""",170.0,2004,"Lethbridge, AB, CAN",74.0,,,,,,Lethbridge,AB,CAN,,R
Bemidji State,Macaulay,A.J.,,D,D,D,,,"5'9""",185.0,2002,"Bonnyville, AB, CAN",69.0,,,,,,Bonnyville,AB,CAN,,L
Bemidji State,Parekh,Isa,,D,D,D,,,"6'0""",163.0,2003,"Toronto, ON, CAN",72.0,,,,,,Toronto,ON,CAN,,R
Bemidji State,Roelofs,Luke,,D,D,D,,,"6'2""",192.0,2003,"Minnetrista, MN, USA",74.0,,,,,,Minnetrista,MN,USA,,L
Bemidji State,Satosaari,Patrik,,D,D,D,,,"5'10""",172.0,2001,"Jyväskylä, FIN",70.0,,,,,,Jyväskylä,,FIN,,L
Bemidji State,Thornton,Hudson,,D,D,D,,,"5'11""",192.0,2003,"Winnipeg, MB, CAN",71.0,,,,,,Winnipeg,MB,CAN,,L
Bemidji State,Vig,Maxon,,D,D,D,,,"6'2""",212.0,2005,"Bismarck, ND, USA",74.0,,,,,,Bismarck,ND,USA,,L
Bemidji State,Vigneault,Benjamin,,D,D,D,,,"6'0""",181.0,2004,"Boischâtel, QC, CAN",72.0,,,,,,Boischâtel,QC,CAN,,R
Bemidji State,Wolfe,Mitchell,,D,D,D,,,"6'0""",185.0,2002,"Andover, MN, USA",72.0,,,,,,Andover,MN,USA,,L
Bemidji State,Birnie,Brady,,F,F,F,,,"5'8""",159.0,2005,"Regina, SK, CAN",68.0,,,,,,Regina,SK,CAN,,L
Bemidji State,Bryant,Bryce,,F,F,F,,,"5'9""",141.0,2006,"Virden, MB, CAN",69.0,,,,,,Virden,MB,CAN,,R
Bemidji State,Flammang,Adam,,RW,F,RW,,,"5'11""",190.0,2001,"St. Michael, MN, USA",71.0,,,,,,St. Michael,MN,USA,,R
Bemidji State,Funk,Reilly,,C,F,C,,,"6'3""",209.0,2000,"Portage, MB, CAN",75.0,,,,,,Portage,MB,CAN,,L
Bemidji State,Irey,Kirklan,,F,F,F,,,"5'11""",172.0,2001,"Bismarck, ND, USA",71.0,,,,,,Bismarck,ND,USA,,L
Bemidji State,Johnson,Isaac,,LW,F,LW,,,"5'11""",185.0,2005,"Fergus Falls, MN, USA",71.0,,,,,,Fergus Falls,MN,USA,,L
Bemidji State,Karlsson,Oscar,,C,F,C,,,"6'2""",179.0,2005,"Linköping, SWE",74.0,,,,,,Linköping,,SWE,,L
Bemidji State,Labelle,Vincent,,C,F,C,,,"5'7""",168.0,2002,"Ottawa, ON, CAN",67.0,,,,,,Ottawa,ON,CAN,,L
Bemidji State,Lund,Tory,,F,F,F,,,"5'10""",185.0,2004,"Sartell, MN, USA",70.0,,,,,,Sartell,MN,USA,,L
Bemidji State,Magnussen,Kasper,,LW,F,LW,,,"6'0""",196.0,2004,"Düsseldorf, GER",72.0,,,,,,Düsseldorf,,GER,,L
Bemidji State,McClennon,Connor,,RW,F,RW,,,"5'8""",163.0,2002,"Wainwright, AB, CAN",68.0,,,,,,Wainwright,AB,CAN,,R
Bemidji State,McLean,Jake,,F,F,F,,,"6'1""",185.0,2002,"North Vancouver, BC, CAN",73.0,,,,,,North Vancouver,BC,CAN,,L
Bemidji State,Namestnikov,Max,,LW,F,LW,,,"5'8""",183.0,2004,"Wolverine, MI, USA",68.0,,,,,,Wolverine,MI,USA,,L
Bemidji State,Panzer,Jaksen,,F,F,F,,,"5'10""",170.0,2004,"Grand Forks, ND, USA",70.0,,,,,,Grand Forks,ND,USA,,L
Bemidji State,Peer,Oliver,,C,F,C,RW,,"6'0""",170.0,2003,"Burlington, ON, CAN",72.0,,,,,,Burlington,ON,CAN,,L
Bemidji State,Quinn,Noah,,F,F,F,,,"6'1""",176.0,2003,"Nelson, BC, CAN",73.0,,,,,,Nelson,BC,CAN,,R
Bemidji State,Sylvestre,Alexi,,C,F,C,LW,,"6'2""",198.0,2004,"Ste-Martine, QC, CAN",74.0,,,,,,Ste-Martine,QC,CAN,,L
Bemidji State,Wilson,Brett,,F,F,F,,,"5'8""",154.0,2006,"Calgary, AB, CAN",68.0,,,,,,Calgary,AB,CAN,,L
Bemidji State,Yuhas,Vann,,F,F,F,,,"6'0""",174.0,2004,"Medicine Hat, AB, CAN",72.0,,,,,,Medicine Hat,AB,CAN,,R
Bentley,Bevilacqua,Nick,29,G,G,G,,,"6'0""",190.0,2003,"Abington, MA, USA",72.0,,,,,,Abington,MA,USA,,L
Bentley,Erickson,Jack,1,G,G,G,,,"6'1""",174.0,2004,"White Bear Lake, MN, USA",73.0,,,,,,White Bear Lake,MN,USA,,L
Bentley,Hesse,Easton,30,G,G,G,,,"6'0""",174.0,2000,"Beaumont, AB, CAN",72.0,,,,,,Beaumont,AB,CAN,,L
Bentley,Swedin,Lukas,60,G,G,G,,,"5'10""",161.0,2004,"Stockholm, SWE",70.0,,,,,,Stockholm,,SWE,,L
Bentley,Bernard-Docker,Seth,6,D,D,D,,,"6'0""",194.0,2001,"Canmore, AB, CAN",72.0,,,,,,Canmore,AB,CAN,,R
Bentley,Cameron,Colton,24,D,D,D,,,"5'11""",190.0,2002,"Surrey, BC, CAN",71.0,,,,,,Surrey,BC,CAN,,L
Bentley,Dalton,John,21,D,D,D,,,"6'0""",185.0,2003,"River Forest, IL, USA",72.0,,,,,,River Forest,IL,USA,,R
Bentley,Farrell,Jack,28,D,D,D,,,"6'0""",192.0,2004,"Wilmington, MA, USA",72.0,,,,,,Wilmington,MA,USA,,L
Bentley,Helledy,David,2,D,D,D,,,"6'1""",194.0,2003,"Milwaukee, WI, USA",73.0,,,,,,Milwaukee,WI,USA,,L
Bentley,Horsager,Garrett,25,D,D,D,,,"6'0""",194.0,2002,"Rosemount, MN, USA",72.0,,,,,,Rosemount,MN,USA,,L
Bentley,Larsen,Tobias Bjercke,4,D,D,D,,,"6'2""",207.0,2004,"Oslo, NOR",74.0,,,,,,Oslo,,NOR,,L
Bentley,Lawn,Pat,14,D,D,D,,,"6'0""",179.0,2001,"Waltham, MA, USA",72.0,,,,,,Waltham,MA,USA,,R
Bentley,Leonard,Alec,7,D,D,D,,,"5'11""",174.0,2004,"Toronto, ON, CAN",71.0,,,,,,Toronto,ON,CAN,,R
Bentley,Nause,Ryan,27,D,D,D,,,"5'11""",181.0,2001,"Riverview, NB, CAN",71.0,,,,,,Riverview,NB,CAN,,L
Bentley,Amici,Kolby,26,F,F,F,,,"5'9""",170.0,2002,"Orchard Park, NY, USA",69.0,,,,,,Orchard Park,NY,USA,,R
Bentley,Bakkevig,Oskar Kind,15,RW,F,RW,,,"5'11""",183.0,2004,"Oslo, NOR",71.0,,,,,,Oslo,,NOR,,L
Bentley,Black,Jake,9,F,F,F,,,"5'11""",181.0,2002,"Pomfret, CT, USA",71.0,,,,,,Pomfret,CT,USA,,R
Bentley,Castagna,Stevie,17,F,F,F,,,"5'9""",170.0,2001,"North Vancouver, BC, CAN",69.0,,,,,,North Vancouver,BC,CAN,,L
Bentley,Cook,Dylan,5,LW,F,LW,,,"6'0""",201.0,2003,"Princeton, MN, USA",72.0,,,,,,Princeton,MN,USA,,L
Bentley,Davis,Chase,22,F,F,F,,,"6'5""",220.0,2002,"Alpharetta, GA, USA",77.0,,,,,,Alpharetta,GA,USA,,R
Bentley,Doyle,Jimmy,10,RW,F,RW,,,"6'2""",190.0,2002,"Plainfield, IL, USA",74.0,,,,,,Plainfield,IL,USA,,R
Bentley,Gaspar,Jan,20,F,F,F,,,"5'10""",174.0,2004,,70.0,,,,,,,,,,L
Bentley,Goodbrand,Owen,12,F,F,F,,,"6'2""",181.0,2004,"Waterdown, ON, CAN",74.0,,,,,,Waterdown,ON,CAN,,L
Bentley,Hjartarson,Kellan,16,F,F,F,,,"5'11""",185.0,2003,"Calgary, AB, CAN",71.0,,,,,,Calgary,AB,CAN,,L
Bentley,Kramer,Peter,13,F,F,F,,,"5'11""",183.0,2002,"Bridgewater, MA, USA",71.0,,,,,,Bridgewater,MA,USA,,L
Bentley,Mansfield,Ryan,11,LW,F,LW,,,"6'0""",194.0,2002,"Burlington, ON, CAN",72.0,,,,,,Burlington,ON,CAN,,L
Bentley,Merritt,Arlo,18,C,F,C,,,"6'3""",209.0,2001,"Halifax, NS, CAN",75.0,,,,,,Halifax,NS,CAN,,L
Bentley,Mesic,Michael,19,C,F,C,,,"5'11""",179.0,2004,"Fort Myers, FL, USA",71.0,,,,,,Fort Myers,FL,USA,,L
Bentley,Nemes,Márton,23,F,F,F,,,"6'2""",198.0,2005,"Székesfehérvár, HUN",74.0,,,,,,Székesfehérvár,,HUN,,L
Bentley,Salo,Oliver,8,F,F,F,,,"6'1""",190.0,2003,"Kaarina, FIN",73.0,,,,,,Kaarina,,FIN,,R
Bentley,Upson,Ryan,38,F,F,F,,,"6'0""",185.0,2001,"West Vancouver, BC, CAN",72.0,,,,,,West Vancouver,BC,CAN,,L
Boston College,Cloutier,Louka,,G,G,G,,,"6'2""",168.0,2006,"Sherbrooke, QC, CAN",74.0,,,,,,Sherbrooke,QC,CAN,,L
Boston College,Korec,Jan,30,G,G,G,,,"6'1""",185.0,2004,"Bratislava, SVK",73.0,,,,,,Bratislava,,SVK,,L
Boston College,Musielak,Alex,31,G,G,G,,,"6'4""",196.0,2003,"Buffalo, NY, USA",76.0,,,,,,Buffalo,NY,USA,,L
Boston College,Fortescue,Drew,5,D,D,D,,,"6'2""",176.0,2005,"Pearl River, NY, USA",74.0,,,,,,Pearl River,NY,USA,,L
Boston College,Gustafsson,Lukas,8,D,D,D,,,"5'10""",196.0,2002,"Alpharetta, GA, USA",70.0,,,,,,Alpharetta,GA,USA,C,L
Boston College,Hagens,Michael,11,D,D,D,,,"5'11""",187.0,2005,"Hauppauge, NY, USA",71.0,,,,,,Hauppauge,NY,USA,,L
Boston College,Joyce,Nolan,3,D,D,D,,,"6'0""",181.0,2003,"Dedham, MA, USA",72.0,,,,,,Dedham,MA,USA,,R
Boston College,Kostadinski,Kristian,,D,D,D,,,"6'6""",220.0,2005,"Göteborg, SWE",78.0,,,,,,Göteborg,,SWE,,L
Boston College,Minnetian,Aram,17,D,D,D,,,"5'11""",194.0,2005,"Woodcliff Lake, NJ, USA",71.0,,,,,,Woodcliff Lake,NJ,USA,,R
Boston College,Radivojevic,Luka,,D,D,D,,,"5'10""",172.0,2007,"Edina, MN, USA",70.0,,,,,,Edina,MN,USA,,R
Boston College,Skahan,Will,26,D,D,D,,,"6'4""",216.0,2006,"Orange, CA, USA",76.0,,,,,,Orange,CA,USA,,L
Boston College,Berard,Brady,19,C,F,C,,,"6'1""",198.0,2004,"East Greenwich, RI, USA",73.0,,,,,,East Greenwich,RI,USA,C,L
Boston College,Conmy,Ryan,36,RW,F,RW,,,"5'10""",190.0,2004,"Alexandria, VA, USA",70.0,,,,,,Alexandria,VA,USA,,R
Boston College,Cornforth,Gavin,,RW,F,RW,,,"5'10""",170.0,2006,"Boston, MA, USA",70.0,,,,,,Boston,MA,USA,,R
Boston College,Davey,Paul,18,LW,F,LW,,,"6'2""",194.0,2003,"Greenwich, CT, USA",74.0,,,,,,Greenwich,CT,USA,,L
Boston College,Delay,Tim,28,RW,F,RW,,,"6'1""",183.0,2003,"Hingham, MA, USA",73.0,,,,,,Hingham,MA,USA,,L
Boston College,Gasseau,Andre,24,C,F,C,LW,,"6'4""",218.0,2003,"Garden Grove, CA, USA",76.0,,,,,,Garden Grove,CA,USA,C,L
Boston College,Hagens,James,10,C,F,C,LW,,"5'10""",185.0,2006,"Hauppauge, NY, USA",70.0,,,,,,Hauppauge,NY,USA,,L
Boston College,Jellvik,Oskar,15,LW,F,LW,C,,"5'11""",181.0,2003,"Täby, SWE",71.0,,,,,,Täby,,SWE,,L
Boston College,Jones,Graham,,C,F,C,,,"5'8""",150.0,2007,"Winnipeg, MB, CAN",68.0,,,,,,Winnipeg,MB,CAN,,L
Boston College,Kudrick,Brady,,F,F,F,,,"5'11""",165.0,2005,"MA, USA",71.0,,,,,,MA,,USA,,L
Boston College,Letourneau,Dean,20,C,F,C,RW,,"6'7""",214.0,2006,"Braeside, ON, CAN",79.0,,,,,,Braeside,ON,CAN,,R
Boston College,Moore,William,,C,F,C,LW,,"6'3""",181.0,2007,"Mississauga, ON, CAN",75.0,,,,,,Mississauga,ON,CAN,,L
Boston College,Resendes,Landan,,RW,F,RW,,,"5'10""",183.0,2005,"Marlborough, MA, USA",70.0,,,,,,Marlborough,MA,USA,,R
Boston College,Sondreal,Jake,25,C,F,C,,,"5'11""",163.0,2004,"Woodbury, MN, USA",71.0,,,,,,Woodbury,MN,USA,,L
Boston College,Stiga,Teddy,4,LW,F,LW,,,"5'10""",179.0,2006,"Sudbury, MA, USA",70.0,,,,,,Sudbury,MA,USA,,L
Boston College,Traeger,Will,23,C,F,C,,,"5'8""",172.0,2002,"Mendota Heights, MN, USA",68.0,,,,,,Mendota Heights,MN,USA,,L
Boston College,Vote,Will,22,RW,F,RW,,,"5'7""",159.0,2005,"Arlington, MA, USA",67.0,,,,,,Arlington,MA,USA,,R
Boston University,Lacroix,Max,33,G,G,G,,,"6'0""",170.0,2003,"Castle Pines, CO, USA",72.0,,,,,,Castle Pines,CO,USA,,L
Boston University,Amico,Carter,,D,D,D,,,"6'5""",225.0,2007,"Westbrook, ME, USA",77.0,,,,,,Westbrook,ME,USA,,R
Boston University,Celebrini,Aiden,22,D,D,D,,,"6'1""",190.0,2004,"Vancouver, BC, CAN",73.0,,,,,,Vancouver,BC,CAN,,R
Boston University,Kim,Kyle,,D,D,D,,,"6'2""",181.0,2005,"Northville, MI, USA",74.0,,,,,,Northville,MI,USA,,R
Boston University,McCarthy,Gavin,2,D,D,D,,,"6'2""",185.0,2005,"Clarence Center, NY, USA",74.0,,,,,,Clarence Center,NY,USA,,R
Boston University,Souligny,Aidan,,D,D,D,,,"6'3""",214.0,2006,"Navan, ON, CAN",75.0,,,,,,Navan,ON,CAN,,L
Boston University,Trethewey,Charlie,,D,D,D,,,"6'2""",201.0,2007,"Ellicott City, MD, USA",74.0,,,,,,Ellicott City,MD,USA,,R
Boston University,Wang,Haoxi,,D,D,D,,,"6'6""",223.0,2007,"Beijing, CHN",78.0,,,,,,Beijing,,CHN,,L
Boston University,Boisvert,Sacha,,C,F,C,,,"6'2""",183.0,2006,"Trois-Rivières, QC, CAN",74.0,,,,,,Trois-Rivières,QC,CAN,,L
Boston University,Feldberg,Jay,,C,F,C,,,"6'0""",170.0,2006,"Toronto, ON, CAN",72.0,,,,,,Toronto,ON,CAN,,R
Boston University,Fondrk,Conrad,,C,F,C,,,"6'0""",203.0,2007,"St. Paul, MN, USA",72.0,,,,,,St. Paul,MN,USA,,L
Boston University,Hughes,Callum,,LW,F,LW,,,"6'1""",170.0,2006,"Basking Ridge, NJ, USA",73.0,,,,,,Basking Ridge,NJ,USA,,L
Boston University,McLaughlin,Owen,,C,F,C,,,"6'0""",161.0,2003,"Phoenixville, PA, USA",72.0,,,,,,Phoenixville,PA,USA,,L
Boston University,McNelis,John,,LW,F,LW,,,"5'10""",165.0,2006,"Potomac, MD, USA",70.0,,,,,,Potomac,MD,USA,,L
Boston University,Merrill,Ben,,C,F,C,,,"6'4""",194.0,2005,"Hingham, MA, USA",76.0,,,,,,Hingham,MA,USA,,R
Boston University,Morello,Jonathan,,C,F,C,LW,,"6'1""",192.0,2006,"Toronto, ON, CAN",73.0,,,,,,Toronto,ON,CAN,,L
Boston University,Murtagh,Jack,,C,F,C,LW,,"6'1""",198.0,2007,"East Greenbush, NY, USA",73.0,,,,,,East Greenbush,NY,USA,,L
Boston University,Ritchie,Ryder,,RW,F,RW,,,"6'1""",185.0,2006,"Calgary, AB, CAN",73.0,,,,,,Calgary,AB,CAN,,R
Boston University,Wassilyn,Braidy,,F,F,F,,,"5'11""",194.0,2008,"Puslinch, ON, CAN",71.0,,,,,,Puslinch,ON,CAN,,L
Bowling Green,Moore,Cole,34,G,G,G,,,"6'6""",201.0,2003,"Toronto, ON, CAN",78.0,,,,,,Toronto,ON,CAN,,L
Bowling Green,Palmer,Tyler,31,G,G,G,,,"6'0""",192.0,2003,"Fernie, BC, CAN",72.0,,,,,,Fernie,BC,CAN,,L
Bowling Green,Steinman,Jacob,1,G,G,G,,,"6'1""",183.0,2004,"Cambridge, ON, CAN",73.0,,,,,,Cambridge,ON,CAN,,L
Bowling Green,Blake,Jack,26,D,D,D,,,"6'1""",190.0,2001,"Manhattan Beach, CA, USA",73.0,,,,,,Manhattan Beach,CA,USA,,L
Bowling Green,Crampton,Brayden,25,D,D,D,,,"6'0""",174.0,2004,"Chilliwack, BC, CAN",72.0,,,,,,Chilliwack,BC,CAN,,R
Bowling Green,Higgins,Ty,3,D,D,D,,,"6'1""",183.0,2004,"Stratford, ON, CAN",73.0,,,,,,Stratford,ON,CAN,,R
Bowling Green,Korodiuk,Ivan,21,D,D,D,,,"6'4""",194.0,2004,"Kyiv, UKR",76.0,,,,,,Kyiv,,UKR,,L
Bowling Green,Lonergan,Brian,4,D,D,D,,,"5'11""",174.0,2005,"Montvale, NJ, USA",71.0,,,,,,Montvale,NJ,USA,,R
Bowling Green,McKinley,Breck,17,D,D,D,,,"5'10""",174.0,2003,"St. Albert, AB, CAN",70.0,,,,,,St. Albert,AB,CAN,,R
Bowling Green,Norris,Dalton,14,D,D,D,,,"5'10""",183.0,2001,"Oxford, MI, USA",70.0,,,,,,Oxford,MI,USA,C,L
Bowling Green,Simanovics,Rihards,7,D,D,D,,,"6'3""",205.0,2003,"Riga, LAT",75.0,,,,,,Riga,,LAT,,L
Bowling Green,Stjernberg,Gustav,5,D,D,D,,,"6'4""",209.0,2002,"Enebyberg, SWE",76.0,,,,,,Enebyberg,,SWE,,R
